"","id","title","text","url","media_id","published_on","created_at","user","user_id","user_image","attached_image_url","social_media","social_media_custom_name","search_term","polarization","reach","favorite","tags","latitude","longitude","media_parent_id","country","country_short","state","state_short","city","gender","notes","tag","tag.1","tag.2","tag.3","tag.4"
"20",285507,"Facebook Posts em Page (resposta)","Não importa, tudo faz parte da prefeitura e se estou falando é porque sou proprietária e todo mês é isso, quando só ligamos ainda somos mal atendidos, sempre com essa historinha de que as secretárias são diferentes... Me poupe","http://www.facebook.com/1411969378822513/posts/2297738733578902?comment_id=2302848639734578","2297738733578902_2302848639734578","2019-03-14 12:29:27 -0300","2019-03-14 12:29:33 -0300","Vânia Santos",2095788753807570,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2095788753807570.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025617372&Signature=tw31IMrXXPIMGZeL7x6y%2BpwcHTo%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"2297738733578902_2302400693112706","","","","","","F","","","","","",""
"21",285506,"Twitter - Palavra chave","12:24 BA-099, Estrada do Coco, sentido Salvador, trânsito fluindo normalmente.","http://twitter.com/LitoralNorte/statuses/1106214760889094144","1106214760889094144","2019-03-14 12:25:26 -0300","2019-03-14 12:27:12 -0300","LitoralNorte",1013834799566516224,"https://pbs.twimg.com/profile_images/1103975048493318151/HLGYyyUK_normal.png","","twitter","","""estrada do coco""","não avaliada",51,"false","",-12.579738,-41.7007272,"","Brazil","BR","Bahia","BA","","","","","","","",""
"22",285474,"Facebook Posts em Page (comentário)","Jefferson Oliveira","http://www.facebook.com/1411969378822513/posts/2302772429742199?comment_id=2302838326402276","2302772429742199_2302838326402276","2019-03-14 12:20:42 -0300","2019-03-14 12:20:50 -0300","Roane Pacheco",2066739603423048,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2066739603423048.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025616850&Signature=rr%2By7vWD8ZwASDc6OYlxPfi6Nz0%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"1411969378822513_2302772429742199","","","","","","","","","","","",""
"23",285473,"Facebook Posts em Page (comentário)","Seria tão bom se tivesse ronda escolar né??","http://www.facebook.com/1411969378822513/posts/2302414376444671?comment_id=2302826453070130","2302414376444671_2302826453070130","2019-03-14 12:09:51 -0300","2019-03-14 12:10:00 -0300","Taninha Regis",2420268101322715,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2420268101322715.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025616199&Signature=x9XICEKOVC3Tt9xMmBHEIUlGZxo%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"1411969378822513_2302414376444671","","","","","","F","","","","","",""
"24",285440,"Facebook Posts em Page (comentário)","Marcia Koutinho","http://www.facebook.com/1411969378822513/posts/2302772429742199?comment_id=2302821669737275","2302772429742199_2302821669737275","2019-03-14 12:06:14 -0300","2019-03-14 12:06:32 -0300","Marina Coutinho",2552999778043409,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2552999778043409.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025615982&Signature=9TCLKeoYRLW1g8QmBa26BP507ko%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"1411969378822513_2302772429742199","","","","","","F","","","","","",""
"25",285408,"Facebook Posts em Page (comentário)","Hipertenco pode doa?","http://www.facebook.com/1411969378822513/posts/2302772429742199?comment_id=2302806113072164","2302772429742199_2302806113072164","2019-03-14 11:51:55 -0300","2019-03-14 11:52:04 -0300","Drica Soares",2539610632733246,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2539610632733246.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025615122&Signature=3OUZ8TCJsqL4wEHw3VXkXBN2XaQ%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"1411969378822513_2302772429742199","","","","","","F","","","","","",""
"26",285407,"Facebook Posts em Page (comentário)","Olha Raquel Complicada","http://www.facebook.com/1411969378822513/posts/2302772429742199?comment_id=2302801356405973","2302772429742199_2302801356405973","2019-03-14 11:47:59 -0300","2019-03-14 11:48:08 -0300","Neidinha Correia",2066144860168505,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2066144860168505.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025614887&Signature=UTB1HVMjgDMcyZj7vGXA9QqOsvQ%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","",NA,NA,"1411969378822513_2302772429742199","","","","","","F","","","","","",""
"27",285806,"Facebook Public Pages","#SeLigue   A Unidade Móvel do Hemoba vai realizar coletas de sangue e cadastro de medula óssea na Praça João Tiago dos Santos, no Centro. Os atendimentos vão acontecer de 19 a 23 de março, sempre das 8h às 17h. Faça sua parte e ajude a salvar vidas! https://www.facebook.com/PrefeituradeLaurodeFreitas/photos/a.1417343734951744/2302740296412079/?type=3","http://www.facebook.com/PrefeituradeLaurodeFreitas/posts/2302772429742199","2302772429742199","2019-03-14 11:23:37 -0300","2019-03-15 03:52:48 -0300","Prefeitura de Lauro de Freitas",1411969378822513,"https://graph.facebook.com/1411969378822513/picture?width=48&height=48","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/53823438_2302740306412078_8838598741578481664_o.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=c4e793584c129d13b449f8102dea65da&oe=5D065B68","facebook_public_pages","","#prefeituradelaurodefreitas","não avaliada",31,"false","",NA,NA,"","","","","","","","","","","","",""
"28",285342,"Facebook Messages","","http://www.facebook.com/messages/t_985756974959890#m_uOFdAaz9ZN1FPqhfddr8s60gGQbuFGMKCLw_dvHFvb-1gelfrQtGb9tmZM6khdqNdWBOYdu9jwOq-hm8eywBOQ","m_uOFdAaz9ZN1FPqhfddr8s60gGQbuFGMKCLw_dvHFvb-1gelfrQtGb9tmZM6khdqNdWBOYdu9jwOq-hm8eywBOQ","2019-03-14 10:59:51 -0300","2019-03-14 10:59:53 -0300","Geni Nascimento",2101906406568058,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2101906406568058.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025611992&Signature=1aaF1jpNAKTg5kmrU7R%2BwMDG%2Fv0%3D","https://hi-fbmessages-attachments.s3.amazonaws.com/cd841c4eaf14efc22ae21a58be2109a8.png?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=1868147994&Signature=4pEoskMZs8lgTrrV8fKqe%2FXO05o%3D","facebook_page_messages","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","Mobilidade Urbana, Serviço",NA,NA,"t_985756974959890","","","","","","F","","Mobilidade Urbana","Serviço","","",""
"29",285308,"Twitter - Palavra-chave","09:50 BA-099, Estrada do Coco, sentido Salvador, trânsito fluindo normalmente.","http://twitter.com/LitoralNorte/statuses/1106176048578875393","1106176048578875393","2019-03-14 09:51:36 -0300","2019-03-14 09:53:38 -0300","LitoralNorte",NA,"https://pbs.twimg.com/profile_images/1103975048493318151/HLGYyyUK_normal.png","","twitter","","""estrada do coco""","não avaliada",51,"false","",-12.579738,-41.7007272,"","Brazil","BR","Bahia","BA","","","","","","","",""
"30",285803,"Facebook Public Pages","APOIO A VÍTIMAS DE AGRESSÃO E EXPOSIÇÃO DE ARTISTAS DE LUÍS EDUARDO MAGALHÃES FORAM TEMAS DE PROGRAMA SEMANAL DE RÁDIO  A psicóloga e coordenadora do Programa Borboleta, que apoia mulheres vítimas de agressão, Flávia Rizkalla e a advogada da Secretaria de Segurança, Ordem Pública e Trânsito, Dayse Pizatto, falaram sobre a realização do I Fórum do Conselho Municipal de Defesa dos Direitos da Mulher, que acontece hoje (14) e amanhã (15), no Centro Cultural, onde acontecerá a definição dos integrantes do conselho e serão discutidas as políticas públicas voltadas para o público feminino.  As técnicas também falaram sobre os trabalhos realizados em Luís Eduardo Magalhães. A coordenadora deu detalhes sobre os atendimentos na cidade e o empenho da rede de proteção em minimizar as consequências para as vítimas de violência doméstica. Flávia Rizkalla também disponibilizou o novo número para as denúncias, que é o (77) 9 9701 1617.   Por telefone, o secretário municipal de Cultura e Turismo, Leandro dos Santos, abordou o início da exposição “A Arte de LEM: 19 anos da construção de uma Identidade”, que está sendo realizada no Centro Cultural até o dia 31 de março, onde estão sendo expostas obras de artistas locais.   O programa “A Voz do Povo” vai ao ar todas às quartas-feiras, às 18h, na Rádio Moderna FM. https://www.facebook.com/PrefeituradeLuisEduardoMagalhaes/photos/a.272303122802864/2453262898040198/?type=3","http://www.facebook.com/PrefeituradeLuisEduardoMagalhaes/posts/2453263774706777","2453263774706777","2019-03-14 09:34:47 -0300","2019-03-15 03:50:24 -0300","Prefeitura de Luís Eduardo Magalhães",270444559655387,"https://graph.facebook.com/270444559655387/picture?width=48&height=48","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/54220381_2453262908040197_1242126978912354304_o.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=ffdc16bda1e4d5b76f0bf72a5333ec05&oe=5D1CEE7C","facebook_public_pages","","""CONSELHO MUNICIPAL DE DEFESA DOS DIREITOS DA MULHER""","não avaliada",25,"false","",NA,NA,"","","","","","","","","","","","",""
"31",285242,"Facebook Posts em Page (comentário)","Eu não entendo é esse... Só vejo festejos em Lauro de Freitas, agora o auxílio aluguel do povo até a data de.hoje nada. Quando vc liga para saber informações,as atendentes nunca sabem informar, fala que a qualquer momento pod cair na conta... Um absurdo, mas festa tem","http://www.facebook.com/1411969378822513/posts/2297738733578902?comment_id=2302400693112706","2297738733578902_2302400693112706","2019-03-14 05:30:36 -0300","2019-03-14 05:30:47 -0300","Vânia Santos",2095788753807570,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2095788753807570.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025592243&Signature=i9fx1gbiJmq6me9%2B8oDOiC7Q8jI%3D","","facebook_posts_em_page","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","Habitação, Cultura",NA,NA,"1411969378822513_2297738733578902","","","","","","F","","Habitação","Cultura","","",""
"32",285209,"Twitter - Palavra chave","01:05 BA-099, Estrada do coco em ambos os sentidos, trânsito fluindo normalmente","http://twitter.com/LitoralNorte/statuses/1106043675476459520","1106043675476459520","2019-03-14 01:05:36 -0300","2019-03-14 01:34:16 -0300","LitoralNorte",1013834799566516224,"https://pbs.twimg.com/profile_images/1103975048493318151/HLGYyyUK_normal.png","","twitter","","""estrada do coco""","não avaliada",51,"false","",-12.579738,-41.7007272,"","Brazil","BR","Bahia","BA","","","","","","","",""
"33",285146,"Twitter - Palavra chave","Ouvi as vaias aqui na estrada do coco!!","http://twitter.com/mauriciobade/statuses/1105971161991733249","1105971161991733249","2019-03-13 20:17:27 -0300","2019-03-13 20:27:42 -0300","mauriciobade",192603591,"https://pbs.twimg.com/profile_images/1049824664057470976/E8ENYw4U_normal.jpg","","twitter","","""estrada do coco""","não avaliada",652,"false","lixo",NA,NA,"","","","","","","","","lixo","","","",""
"34",285147,"Twitter - Palavra chave","20:05 BA-099, Estrada do Coco, sentido Salvador, trânsito fluindo normalmente.","http://twitter.com/LitoralNorte/statuses/1105968416412844032","1105968416412844032","2019-03-13 20:06:33 -0300","2019-03-13 20:27:42 -0300","LitoralNorte",1013834799566516224,"https://pbs.twimg.com/profile_images/1103975048493318151/HLGYyyUK_normal.png","","twitter","","""estrada do coco""","não avaliada",51,"false","",-12.579738,-41.7007272,"","Brazil","BR","Bahia","BA","","","","","","","",""
"35",285176,"Facebook Messages","gostaria de saber quando vão pintar as faixas de pedestres","http://www.facebook.com/messages/t_985756974959890#m_0Ha3cgqf4e0ZlQFjQg5s_q0gGQbuFGMKCLw_dvHFvb98SxMGkdfhehR2392qm7OhjIL5CvxDVvVrUL73DBVz5A","m_0Ha3cgqf4e0ZlQFjQg5s_q0gGQbuFGMKCLw_dvHFvb98SxMGkdfhehR2392qm7OhjIL5CvxDVvVrUL73DBVz5A","2019-03-13 20:04:23 -0300","2019-03-13 22:52:38 -0300","Geni Nascimento",2101906406568058,"https://hi-fbmessages-attachments.s3.amazonaws.com/profile_picture_2101906406568058.jpg?AWSAccessKeyId=AKIAJGQXSCCF2KA57P4Q&Expires=2025568354&Signature=LBi3yQ9g%2BOQzVvFIjsHh%2FoYujTw%3D","","facebook_page_messages","Prefeitura de Lauro de Freitas","","não avaliada",1,"false","Mobilidade Urbana, Serviço",NA,NA,"t_985756974959890","","","","","","F","","Mobilidade Urbana","Serviço","","",""
"36",285110,"Twitter - Palavra chave","17:03 BA-099, Estrada do coco em ambos os sentidos, trânsito fluindo normalmente.","http://twitter.com/LitoralNorte/statuses/1105922878317490176","1105922878317490176","2019-03-13 17:05:35 -0300","2019-03-13 17:27:17 -0300","LitoralNorte",1013834799566516224,"https://pbs.twimg.com/profile_images/1103975048493318151/HLGYyyUK_normal.png","","twitter","","""estrada do coco""","não avaliada",51,"false","",-12.579738,-41.7007272,"","Brazil","BR","Bahia","BA","","","","","","","",""
